sequence_length,molecular_weight,isoelectric_point,gravy,aromaticity,instability_index,net_charge_at_ph7,fraction_charged,fraction_positive,fraction_negative,helix_fraction,turn_fraction,sheet_fraction,aa_pct_A,aa_pct_C,aa_pct_D,aa_pct_E,aa_pct_F,aa_pct_G,aa_pct_H,aa_pct_I,aa_pct_K,aa_pct_L,aa_pct_M,aa_pct_N,aa_pct_P,aa_pct_Q,aa_pct_R,aa_pct_S,aa_pct_T,aa_pct_V,aa_pct_W,aa_pct_Y,label
810,90124.2873,5.593832206726074,-0.2454320987654321,0.0790123456790123,39.45654320987671,-24,0.2246913580246913,0.0975308641975308,0.1271604938271605,0.3296296296296296,0.2666666666666666,0.3518518518518518,9.876543209876544,1.6049382716049383,6.296296296296297,6.419753086419753,3.08641975308642,7.283950617283951,3.333333333333333,6.172839506172839,4.320987654320987,10.123456790123456,2.2222222222222223,4.197530864197531,3.950617283950617,4.938271604938271,5.432098765432099,4.938271604938271,4.938271604938271,6.049382716049383,1.2345679012345678,3.580246913580247,0
476,53706.3969,8.897555732727053,-0.0640756302521008,0.0924369747899159,47.12775210084036,4,0.2100840336134453,0.1092436974789916,0.1008403361344537,0.3340336134453782,0.2373949579831932,0.384453781512605,10.504201680672267,0.4201680672268907,5.2521008403361344,4.831932773109243,4.201680672268908,6.092436974789916,3.361344537815126,5.46218487394958,3.571428571428572,12.394957983193278,2.100840336134454,2.100840336134454,5.46218487394958,5.6722689075630255,7.352941176470588,4.831932773109243,4.201680672268908,7.142857142857143,2.5210084033613445,2.5210084033613445,0
99,11336.0971,8.519448661804201,-0.198989898989899,0.1111111111111111,23.73535353535353,2,0.2222222222222222,0.1212121212121212,0.101010101010101,0.3535353535353535,0.2323232323232323,0.303030303030303,9.090909090909092,3.0303030303030303,5.05050505050505,5.05050505050505,8.080808080808081,5.05050505050505,2.0202020202020203,2.0202020202020203,6.0606060606060606,7.070707070707071,8.080808080808081,3.0303030303030303,4.040404040404041,7.070707070707071,6.0606060606060606,6.0606060606060606,3.0303030303030303,7.070707070707071,0.0,3.0303030303030303,0
350,38009.0917,6.1378381729125975,-0.1822857142857143,0.0514285714285714,30.374285714285712,-5,0.2371428571428571,0.1114285714285714,0.1257142857142857,0.36,0.2885714285714286,0.3228571428571428,10.857142857142858,2.0,6.285714285714286,6.285714285714286,2.2857142857142856,8.285714285714286,3.142857142857143,7.142857142857143,6.857142857142857,9.714285714285714,2.2857142857142856,5.142857142857143,4.0,3.142857142857143,4.285714285714286,5.142857142857143,4.0,6.285714285714286,1.1428571428571428,1.7142857142857142,1
253,28724.9271,9.04538173675537,-0.1260869565217391,0.0988142292490118,40.126086956521725,8,0.1976284584980237,0.1146245059288537,0.0830039525691699,0.3201581027667984,0.2490118577075099,0.383399209486166,6.719367588932807,3.1620553359683794,2.766798418972332,5.533596837944664,5.928853754940712,4.3478260869565215,3.952569169960474,7.1146245059288535,7.509881422924901,9.48616600790514,2.766798418972332,7.509881422924901,2.766798418972332,3.1620553359683794,3.952569169960474,7.509881422924901,5.928853754940712,5.928853754940712,0.3952569169960474,3.5573122529644268,1
287,32265.3639,6.209966850280761,-0.2003484320557491,0.0871080139372822,53.038397212543536,-5,0.1846689895470383,0.0836236933797909,0.1010452961672473,0.313588850174216,0.2543554006968641,0.3588850174216028,9.75609756097561,2.0905923344947737,5.574912891986063,4.529616724738676,3.832752613240418,7.317073170731708,4.529616724738676,7.317073170731708,3.1358885017421603,11.498257839721257,2.4390243902439024,5.574912891986063,2.787456445993032,6.968641114982578,5.2264808362369335,4.181184668989547,4.878048780487805,3.484320557491289,1.3937282229965158,3.484320557491289,0
269,29720.7027,8.440926170349123,-0.3561338289962825,0.0557620817843866,41.14052044609665,2,0.2527881040892193,0.1301115241635687,0.1226765799256505,0.3494423791821561,0.2788104089219331,0.3159851301115242,9.293680297397769,0.7434944237918215,4.4609665427509295,7.806691449814126,2.973977695167286,6.691449814126394,1.858736059479554,6.691449814126394,6.691449814126394,7.806691449814126,3.345724907063197,4.089219330855019,5.204460966542751,4.4609665427509295,6.319702602230484,7.434944237918216,4.83271375464684,6.691449814126394,0.7434944237918215,1.858736059479554,1
218,23946.3024,5.1619695663452125,0.0178899082568807,0.073394495412844,56.76330275229358,-7,0.1972477064220183,0.0825688073394495,0.1146788990825688,0.3073394495412844,0.2889908256880734,0.3761467889908257,7.339449541284404,1.3761467889908257,2.7522935779816518,8.715596330275229,2.7522935779816518,9.174311926605505,1.834862385321101,5.045871559633028,1.3761467889908257,11.926605504587156,1.3761467889908257,1.834862385321101,9.63302752293578,4.587155963302752,6.8807339449541285,5.504587155963303,3.2110091743119265,10.091743119266056,2.293577981651376,2.293577981651376,0
423,46753.6343,6.426409721374512,-0.3513002364066194,0.0780141843971631,37.13690307328604,-3,0.2245862884160756,0.1087470449172576,0.1158392434988179,0.3238770685579196,0.3002364066193853,0.3380614657210402,8.747044917257684,0.9456264775413712,6.855791962174941,4.728132387706856,4.25531914893617,8.274231678486998,2.600472813238771,4.018912529550828,5.200945626477542,11.583924349881796,2.127659574468085,3.309692671394799,6.1465721040189125,6.1465721040189125,5.673758865248227,5.4373522458628845,5.200945626477542,5.200945626477542,0.9456264775413712,2.600472813238771,0
440,47206.601200000005,5.214261436462402,0.0111363636363636,0.0613636363636363,20.626386363636367,-11,0.2340909090909091,0.1045454545454545,0.1295454545454545,0.359090909090909,0.2772727272727273,0.3477272727272727,12.727272727272728,0.4545454545454545,7.5,5.454545454545454,3.636363636363636,8.863636363636363,1.3636363636363635,6.136363636363637,5.0,8.181818181818182,4.545454545454546,2.727272727272727,3.409090909090909,2.5,5.454545454545454,5.227272727272728,6.590909090909091,7.727272727272727,0.4545454545454545,2.0454545454545454,0
962,107707.1788,5.781571388244628,-0.3688149688149688,0.0914760914760914,35.25313929313944,-11,0.2318087318087318,0.1101871101871102,0.1216216216216216,0.3565488565488566,0.2848232848232848,0.3347193347193347,10.602910602910605,0.1039501039501039,6.237006237006237,5.925155925155925,3.638253638253638,4.885654885654886,1.2474012474012477,4.46985446985447,6.444906444906445,9.45945945945946,3.2224532224532223,4.6777546777546775,5.405405405405405,5.925155925155925,4.573804573804574,7.276507276507276,4.054054054054054,6.340956340956341,1.4553014553014554,4.054054054054054,1
334,36826.7447,5.625718879699707,-0.2083832335329341,0.0778443113772455,23.13023952095809,-9,0.2305389221556886,0.1017964071856287,0.1287425149700598,0.4071856287425149,0.2365269461077844,0.344311377245509,11.377245508982035,1.1976047904191616,5.688622754491018,7.18562874251497,4.191616766467066,7.7844311377245505,2.9940119760479043,2.9940119760479043,6.88622754491018,10.778443113772456,4.491017964071856,3.592814371257485,2.694610778443114,4.491017964071856,3.2934131736526946,3.8922155688622753,6.88622754491018,5.9880239520958085,1.1976047904191616,2.395209580838323,0
461,48411.6703,8.256417655944826,1.075704989154013,0.0802603036876355,37.9304121475054,2,0.0911062906724512,0.0477223427331887,0.0433839479392624,0.351409978308026,0.2386117136659435,0.4663774403470715,12.581344902386116,0.8676789587852495,1.9522776572668112,2.386117136659436,4.772234273318872,8.026030368763557,1.5184381778741864,10.629067245119304,3.036876355748373,11.713665943600867,5.422993492407809,1.735357917570499,4.121475054229935,1.9522776572668112,1.735357917570499,8.026030368763557,5.856832971800434,10.412147505422992,0.4338394793926247,2.819956616052061,0
